index,final_pft_direct,final_source_type,source_file,pam_used_for_clustering,pam_k,pam_cluster,subpft_name,dbf_original_pam_cluster,cropland_final_group,final_pft,final_pft_assignment_method,final_pft_source_final,nearest_ecological_distance,second_nearest_final_pft,second_nearest_ecological_distance,distance_margin,n_vars_used_in_distance
1509,,,,,,,,,,Open_Shrublands__P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0812707007363236,Open_Vegetation_Complex_P1,0.0824186573152184,0.00114795657889476,13
1510,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1511,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1512,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1513,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1514,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1515,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1516,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1517,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1518,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1519,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1520,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1521,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1522,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1523,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1524,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1525,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1526,,,,,,,,,,Open_Vegetation_Complex_P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0798138993953198,Open_Shrublands__P1,0.0848775562401894,0.00506365684486952,14
1527,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1528,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1529,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1530,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1531,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1532,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1533,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1534,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1535,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1536,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1537,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1538,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1539,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1540,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1541,Mixed_Forest__P1,pam_gower_site_table,Mixed_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Mixed_Forest__P1,,,Mixed_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1542,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1543,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1544,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1545,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1546,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1547,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1548,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1549,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1550,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1551,Evergreen_Needleleaf_Forest__P1,pam_gower_site_table,Evergreen_Needleleaf_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Evergreen_Needleleaf_Forest__P1,,,Evergreen_Needleleaf_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1552,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1553,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1554,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1555,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1556,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1557,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1558,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1559,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1560,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1561,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1562,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1563,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1564,Evergreen_Needleleaf_Forest__P1,pam_gower_site_table,Evergreen_Needleleaf_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Evergreen_Needleleaf_Forest__P1,,,Evergreen_Needleleaf_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1565,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1566,Mixed_Forest__P1,pam_gower_site_table,Mixed_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Mixed_Forest__P1,,,Mixed_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1567,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1568,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1569,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1570,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1571,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1572,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1573,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1574,Mixed_Forest__P1,pam_gower_site_table,Mixed_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Mixed_Forest__P1,,,Mixed_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1575,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1576,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1577,Evergreen_Needleleaf_Forest__P1,pam_gower_site_table,Evergreen_Needleleaf_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Evergreen_Needleleaf_Forest__P1,,,Evergreen_Needleleaf_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1578,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1579,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1580,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1581,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1582,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1583,,,,,,,,,,CroplandPool__Cereal_Croplands,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0639800247688652,Open_Vegetation_Complex_P2,0.0718651656555354,0.00788514088667026,14
1584,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1585,,,,,,,,,,Open_Vegetation_Complex_P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0704531192428528,Open_Shrublands__P1,0.0833667664001308,0.012913647157278,14
1586,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1587,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1588,Open_Vegetation_Complex_P2,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P2,Open_Vegetation_Complex_P2,,,Open_Vegetation_Complex_P2,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1589,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1590,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1591,Open_Vegetation_Complex_P2,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P2,Open_Vegetation_Complex_P2,,,Open_Vegetation_Complex_P2,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1592,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1593,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1594,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1595,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1596,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1597,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1598,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1599,,,,,,,,,,Open_Vegetation_Complex_P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0577198406622728,Open_Shrublands__P1,0.0748613793801773,0.0171415387179045,14
1600,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1601,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1602,Permanent_Wetlands,standalone_retained_LC1,pftdat,FALSE,,,Permanent_Wetlands,,,Permanent_Wetlands,direct_or_standalone_assignment,standalone_retained_LC1,,,,,
1603,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1604,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1605,,,,,,,,,,Open_Vegetation_Complex_P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0636405933464969,Open_Shrublands__P1,0.0837280691175129,0.020087475771016,14
1606,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1607,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1608,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1609,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1610,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1611,Mixed_Forest__P1,pam_gower_site_table,Mixed_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Mixed_Forest__P1,,,Mixed_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1612,Evergreen_Needleleaf_Forest__P1,pam_gower_site_table,Evergreen_Needleleaf_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Evergreen_Needleleaf_Forest__P1,,,Evergreen_Needleleaf_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1613,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1614,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1615,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1616,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1617,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1618,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1619,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1620,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1621,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1622,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1623,Mixed_Forest__P1,pam_gower_site_table,Mixed_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Mixed_Forest__P1,,,Mixed_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1624,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1625,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
