index,final_pft_direct,final_source_type,source_file,pam_used_for_clustering,pam_k,pam_cluster,subpft_name,dbf_original_pam_cluster,cropland_final_group,final_pft,final_pft_assignment_method,final_pft_source_final,nearest_ecological_distance,second_nearest_final_pft,second_nearest_ecological_distance,distance_margin,n_vars_used_in_distance
1626,Mixed_Forest__P1,pam_gower_site_table,Mixed_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Mixed_Forest__P1,,,Mixed_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1627,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1628,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1629,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1630,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1631,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1632,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1633,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1634,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1635,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1636,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1637,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1638,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1639,,,,,,,,,,Open_Vegetation_Complex_P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0722480321044823,Open_Shrublands__P1,0.0803660527176063,0.00811802061312406,14
1640,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1641,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1642,Open_Vegetation_Complex_P2,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P2,Open_Vegetation_Complex_P2,,,Open_Vegetation_Complex_P2,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1643,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1644,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1645,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1646,Permanent_Wetlands,standalone_retained_LC1,pftdat,FALSE,,,Permanent_Wetlands,,,Permanent_Wetlands,direct_or_standalone_assignment,standalone_retained_LC1,,,,,
1647,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1648,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1649,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1650,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1651,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1652,Permanent_Wetlands,standalone_retained_LC1,pftdat,FALSE,,,Permanent_Wetlands,,,Permanent_Wetlands,direct_or_standalone_assignment,standalone_retained_LC1,,,,,
1653,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1654,,,,,,,,,,Open_Vegetation_Complex_P2,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.158717495719184,Open_Vegetation_Complex_P1,0.173452960774236,0.0147354650550521,13
1655,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1656,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1657,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1658,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1659,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1660,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1661,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1662,Mixed_Forest__P1,pam_gower_site_table,Mixed_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Mixed_Forest__P1,,,Mixed_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1663,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1664,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1665,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1666,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1667,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1668,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1669,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1670,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1671,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1672,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1673,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1674,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1675,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1676,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1677,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1678,,,,,,,,,,Open_Vegetation_Complex_P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.123280222678831,Open_Shrublands__P1,0.132145253423073,0.00886503074424208,14
1679,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1680,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1681,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1682,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1683,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1684,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1685,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1686,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1687,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1688,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1689,Permanent_Wetlands,standalone_retained_LC1,pftdat,FALSE,,,Permanent_Wetlands,,,Permanent_Wetlands,direct_or_standalone_assignment,standalone_retained_LC1,,,,,
1690,Evergreen_Needleleaf_Forest__P1,pam_gower_site_table,Evergreen_Needleleaf_Forest_k2_site_subpft_table.csv,TRUE,2,P1,Evergreen_Needleleaf_Forest__P1,,,Evergreen_Needleleaf_Forest__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1691,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1692,,,,,,,,,,Open_Vegetation_Complex_P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0375472940864481,Open_Shrublands__P1,0.0606378999241487,0.0230906058377006,14
1693,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1694,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1695,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1696,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1697,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1698,Open_Vegetation_Complex_P2,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P2,Open_Vegetation_Complex_P2,,,Open_Vegetation_Complex_P2,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1699,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1700,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1701,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1702,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1703,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1704,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1705,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1706,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1707,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1708,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1709,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1710,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1711,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1712,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1713,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1714,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1715,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1716,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1717,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1718,,,,,,,,,,Open_Vegetation_Complex_P1,nearest_final_pft_median_profile_14_proxy_vars,nearest_ecological_distance,0.0529199572725136,Open_Shrublands__P1,0.076862794444394,0.0239428371718804,14
1719,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1720,Open_Shrublands__P1,pam_gower_site_table,Open_Shrublands_k2_site_subpft_table.csv,TRUE,2,P1,Open_Shrublands__P1,,,Open_Shrublands__P1,direct_or_standalone_assignment,pam_gower_site_table,,,,,
1721,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
1722,Open_Vegetation_Complex_P1,open_vegetation_complex,open_complex_k4_site_new_subpft.csv,TRUE,4,P1,Open_Vegetation_Complex_P1,,,Open_Vegetation_Complex_P1,direct_or_standalone_assignment,open_vegetation_complex,,,,,
